charge_weight_kg,explosive_type,charge_shape,tnt_equivalent_weight_kg,standoff_distance_m,scaled_distance_Z,structure_type,quality_factor,peak_overpressure_kpa,impulse_kpa_ms,damage_category
17.089,TNT,cylindrical,22.216,85.8,30.5212,glazing_window,1.03,9.237,1.893,none
302.771,C4,cylindrical,539.235,157.359,19.333,steel_frame,1.049,11.179,8.435,none
1.611,RDX,hemispherical,5.156,39.889,23.0901,steel_frame,0.886,8.981,1.474,none
40.533,ANFO,hemispherical,66.474,1.315,0.3246,glazing_window,0.988,7761.978,196.209,collapse
11.572,RDX,hemispherical,37.031,46.722,14.0174,steel_frame,1.1,14.536,5.058,none
56.417,C4,spherical,77.291,11.733,2.7545,masonry_wall,1.245,191.404,23.807,minor
59.796,ANFO,spherical,49.033,1.649,0.4506,masonry_wall,1.123,5088.888,92.271,collapse
13.587,ANFO,cylindrical,14.484,5.688,2.3334,steel_frame,1.158,264.941,17.133,none
58.07,ANFO,cylindrical,61.902,2.763,0.6984,masonry_wall,1.13,2446.155,84.115,collapse
1.802,ANFO,hemispherical,2.956,9.51,6.6265,glazing_window,1.083,35.162,3.305,none
15.936,C4,cylindrical,28.382,38.08,12.4837,steel_frame,1.236,15.407,4.445,none
965.731,ANFO,spherical,791.9,65.214,7.0488,rc_wall,0.97,41.587,20.889,none
78.1,C4,spherical,106.997,15.963,3.3625,glazing_window,0.874,151.386,22.778,collapse
1257.451,ANFO,cylindrical,1340.442,135.607,12.2989,glazing_window,0.978,19.31,17.425,severe
1622.047,TNT,hemispherical,3244.094,3.4,0.2297,glazing_window,0.938,13360.954,923.855,collapse
7.551,TNT,hemispherical,15.103,49.982,20.2206,masonry_wall,0.897,10.695,2.392,none
8.391,RDX,hemispherical,26.85,94.693,31.6231,masonry_wall,0.931,8.147,2.108,none
981.781,C4,spherical,1345.04,3.321,0.3008,rc_wall,0.808,9646.381,522.483,collapse
1.683,TNT,spherical,1.683,9.363,7.8712,glazing_window,0.957,33.716,2.542,none
1.801,ANFO,spherical,1.477,5.093,4.4721,glazing_window,0.855,78.813,4.116,minor
87.401,TNT,hemispherical,174.802,123.743,22.1311,rc_wall,0.889,10.693,4.931,none
49.955,ANFO,cylindrical,53.252,2.453,0.652,glazing_window,0.839,2387.138,76.244,collapse
805.669,TNT,spherical,805.669,170.44,18.317,masonry_wall,0.843,11.328,10.974,none
323.693,RDX,spherical,517.909,1.441,0.1794,masonry_wall,1.052,16765.415,486.813,collapse
8.729,ANFO,spherical,7.158,81.65,42.3678,masonry_wall,0.994,7.209,0.993,none
15.672,ANFO,hemispherical,25.702,43.812,14.8458,steel_frame,1.154,13.806,3.712,none
0.652,RDX,cylindrical,1.357,165.743,149.7066,steel_frame,1.1,6.557,0.571,none
17.32,C4,hemispherical,47.457,110.364,30.4833,rc_wall,0.917,9.05,2.317,none
60.029,TNT,hemispherical,120.059,149.713,30.3478,masonry_wall,0.956,8.219,3.906,none
6.937,TNT,spherical,6.937,3.582,1.8782,steel_frame,1.106,351.172,16.352,none
182.197,ANFO,cylindrical,194.222,166.857,28.8124,masonry_wall,0.904,9.614,4.185,none
0.998,TNT,cylindrical,1.297,2.953,2.7077,rc_wall,0.998,183.062,6.513,none
1580.119,RDX,spherical,2528.19,92.332,6.7777,steel_frame,1.036,41.808,33.187,none
43.916,C4,spherical,60.164,148.838,37.9841,rc_wall,1.018,7.285,2.095,none
548.295,C4,cylindrical,976.514,16.025,1.6153,steel_frame,0.981,600.45,87.974,severe
0.681,C4,cylindrical,1.213,16.062,15.0609,steel_frame,0.944,14.888,1.552,none
577.356,C4,cylindrical,1028.271,1.847,0.183,steel_frame,1.004,15631.238,599.333,collapse
1287.173,RDX,spherical,2059.477,2.116,0.1663,steel_frame,1.108,13571.47,654.586,collapse
255.525,RDX,hemispherical,817.68,17.318,1.852,glazing_window,0.956,428.559,73.154,collapse
3.673,ANFO,cylindrical,3.916,4.036,2.5605,masonry_wall,0.868,204.888,9.139,none
314.913,RDX,cylindrical,655.019,1.409,0.1622,rc_wall,0.97,15199.666,606.867,collapse
925.695,TNT,cylindrical,1203.403,3.898,0.3664,steel_frame,1.003,7001.604,440.624,collapse
41.07,C4,hemispherical,112.533,1.997,0.4137,steel_frame,0.929,6210.823,159.506,collapse
11.818,C4,hemispherical,32.38,13.608,4.2693,rc_wall,1.144,75.458,10.861,none
1.351,TNT,cylindrical,1.756,59.889,49.6406,glazing_window,1.043,7.939,0.618,none
0.718,C4,hemispherical,1.967,24.953,19.9137,glazing_window,0.965,11.481,1.221,none
2.099,ANFO,hemispherical,3.442,13.923,9.2217,masonry_wall,0.91,24.909,3.058,none
26.966,C4,cylindrical,48.027,14.464,3.9791,glazing_window,1.022,105.397,15.55,severe
80.341,TNT,cylindrical,104.443,86.88,18.4485,rc_wall,0.713,11.511,5.255,none
1.03,RDX,hemispherical,3.295,33.647,22.6115,glazing_window,0.956,9.929,1.199,none
6.728,RDX,spherical,10.764,14.134,6.4013,masonry_wall,1.056,48.322,5.922,none
549.167,ANFO,cylindrical,585.412,8.323,0.9949,rc_wall,1.03,1395.735,113.001,severe
1508.635,C4,hemispherical,4133.661,138.234,8.6133,glazing_window,1.248,32.714,31.379,collapse
36.764,RDX,hemispherical,117.645,197.472,40.3007,masonry_wall,0.947,7.243,2.784,none
1029.499,TNT,cylindrical,1338.349,66.434,6.0283,glazing_window,1.041,53.001,29.132,collapse
46.682,RDX,spherical,74.692,16.56,3.9323,steel_frame,1.102,98.519,18.465,none
1156.431,RDX,spherical,1850.29,2.371,0.1932,glazing_window,0.862,14640.876,781.95,collapse
6.522,TNT,spherical,6.522,18.301,9.795,glazing_window,1.032,22.85,3.457,none
3.912,TNT,cylindrical,5.086,54.926,31.9395,steel_frame,0.976,8.245,1.137,none
45.277,TNT,spherical,45.277,4.676,1.3121,rc_wall,0.837,904.935,42.115,minor
0.656,C4,cylindrical,1.168,7.134,6.7739,masonry_wall,0.995,48.425,2.898,none
424.2,TNT,cylindrical,551.46,123.851,15.103,steel_frame,1.043,13.233,9.088,none
1607.662,C4,hemispherical,4404.993,1.014,0.0619,masonry_wall,0.897,17536.186,1221.126,collapse
99.274,RDX,spherical,158.838,2.104,0.3884,rc_wall,1.067,6897.601,188.925,collapse
1980.77,RDX,spherical,3169.233,70.571,4.8044,masonry_wall,0.997,76.73,51.814,severe
517.344,RDX,spherical,827.751,97.529,10.3872,steel_frame,1.041,20.998,17.074,none
6.466,TNT,hemispherical,12.931,90.401,38.5144,rc_wall,0.971,7.417,1.334,none
133.445,RDX,hemispherical,427.023,66.889,8.8825,rc_wall,1.008,32.785,14.729,none
0.522,TNT,spherical,0.522,1.293,1.6063,masonry_wall,0.902,637.658,6.866,none
157.079,C4,hemispherical,430.396,14.473,1.9169,rc_wall,1.159,385.845,57.97,minor
144.067,RDX,hemispherical,461.015,1.152,0.1491,masonry_wall,0.7,13443.171,521.863,collapse
456.273,RDX,spherical,730.037,4.412,0.49,steel_frame,0.922,5021.881,258.322,collapse
27.951,ANFO,cylindrical,29.795,29.929,9.6541,masonry_wall,0.875,24.528,5.751,none
49.202,TNT,hemispherical,98.403,80.276,17.3879,masonry_wall,0.711,12.026,5.083,none
0.924,RDX,cylindrical,1.922,63.405,50.9998,glazing_window,0.987,7.169,0.732,none
19.05,TNT,hemispherical,38.099,1.249,0.3713,masonry_wall,0.86,6430.714,118.045,collapse
110.213,RDX,hemispherical,352.682,24.949,3.5312,glazing_window,0.759,131.031,34.727,collapse
1134.675,ANFO,cylindrical,1209.564,15.858,1.4883,masonry_wall,0.97,618.776,96.779,collapse
227.27,TNT,hemispherical,454.541,12.387,1.6111,steel_frame,0.998,542.595,69.234,severe
2.209,C4,hemispherical,6.053,1.288,0.7067,glazing_window,0.982,2101.24,35.549,collapse
34.092,C4,hemispherical,93.411,5.676,1.251,glazing_window,1.039,851.543,55.303,collapse
1084.203,C4,cylindrical,1930.966,25.444,2.0433,steel_frame,0.883,333.301,109.967,collapse
969.603,C4,hemispherical,2656.712,18.879,1.3631,glazing_window,0.963,740.296,137.739,collapse
2.895,ANFO,hemispherical,4.747,1.672,0.9949,masonry_wall,0.942,1219.118,22.531,minor
3.637,ANFO,cylindrical,3.877,20.756,13.2127,rc_wall,1.155,16.471,2.117,none
408.412,RDX,hemispherical,1306.919,6.794,0.6214,glazing_window,1.102,3284.07,224.969,collapse
89.659,C4,spherical,122.833,159.873,32.1616,masonry_wall,1.038,8.316,3.046,none
56.636,TNT,spherical,56.636,9.511,2.4767,rc_wall,0.933,259.683,23.587,none
295.268,ANFO,hemispherical,484.24,2.302,0.2931,steel_frame,0.888,9861.855,400.25,collapse
1.383,TNT,spherical,1.383,162.14,145.5121,steel_frame,1.002,8.621,0.602,none
390.447,TNT,spherical,390.447,19.336,2.6455,rc_wall,1.037,201.193,46.692,minor
1325.491,TNT,hemispherical,2650.981,166.661,12.042,masonry_wall,0.904,19.04,24.89,minor
1413.683,C4,hemispherical,3873.492,46.429,2.9563,rc_wall,0.984,174.627,79.105,moderate
7.792,C4,cylindrical,13.878,11.195,4.6584,steel_frame,0.812,69.707,8.183,none
343.246,RDX,cylindrical,713.952,6.851,0.7665,glazing_window,0.891,2010.43,166.148,collapse
336.148,TNT,cylindrical,436.992,100.792,13.2822,rc_wall,0.967,14.555,11.148,none
1.141,RDX,hemispherical,3.652,2.143,1.392,glazing_window,0.906,782.296,16.692,collapse
12.64,TNT,hemispherical,25.281,3.517,1.1985,glazing_window,0.7,1064.502,32.644,collapse
341.619,ANFO,hemispherical,560.255,22.957,2.7847,masonry_wall,1.045,206.829,39.705,moderate
151.88,C4,spherical,208.075,1.212,0.2045,rc_wall,1.149,16861.812,369.147,collapse
48.627,RDX,spherical,77.803,1.81,0.4239,glazing_window,0.893,5836.329,131.336,collapse
0.694,TNT,cylindrical,0.902,14.279,14.779,steel_frame,0.875,15.393,1.14,none
0.839,C4,cylindrical,1.494,2.747,2.4028,rc_wall,1.088,240.99,6.924,none
671.863,ANFO,spherical,550.927,84.763,10.3397,masonry_wall,0.861,20.277,13.944,none
5.874,RDX,spherical,9.398,42.241,20.0166,steel_frame,0.904,9.723,2.24,none
6.323,C4,spherical,8.663,2.753,1.3404,masonry_wall,1.029,715.288,21.555,minor
30.691,C4,hemispherical,84.093,2.01,0.4588,glazing_window,0.997,5176.737,126.172,collapse
6.193,TNT,cylindrical,8.051,187.407,93.505,masonry_wall,0.96,8.178,1.224,none
0.831,C4,spherical,1.139,146.162,139.9589,rc_wall,0.913,7.382,0.517,none
38.076,RDX,hemispherical,121.842,2.822,0.5692,rc_wall,1.008,3777.529,114.794,severe
29.911,TNT,cylindrical,38.885,64.426,19.0167,glazing_window,1.053,10.857,3.681,none
16.819,TNT,cylindrical,21.864,51.766,18.5127,glazing_window,1.123,9.645,2.8,none
1.736,RDX,cylindrical,3.61,8.545,5.5701,steel_frame,1.034,56.992,3.969,none
1039.091,TNT,hemispherical,2078.182,111.822,8.7626,rc_wall,0.934,24.881,26.766,none
17.657,TNT,spherical,17.657,10.85,4.1668,steel_frame,1.015,87.667,9.931,none
86.973,C4,spherical,119.153,5.385,1.0944,masonry_wall,0.957,1144.012,56.147,severe
1239.486,RDX,hemispherical,3966.355,1.873,0.1183,steel_frame,1.24,15352.151,1212.799,collapse
0.927,C4,spherical,1.27,92.564,85.4806,steel_frame,0.831,8.667,0.622,none
4.148,RDX,hemispherical,13.275,1.372,0.5792,masonry_wall,1.068,3908.568,57.526,severe
124.739,C4,spherical,170.892,35.936,6.4757,steel_frame,1.244,40.687,14.228,none
0.8,TNT,hemispherical,1.599,7.743,6.6214,masonry_wall,0.883,41.178,2.744,none
275.767,C4,cylindrical,491.142,30.249,3.8339,rc_wall,0.872,89.139,30.822,none
70.96,ANFO,spherical,58.188,10.829,2.7945,rc_wall,1.053,190.1,21.757,none
685.958,ANFO,spherical,562.485,30.281,3.6683,glazing_window,1.065,118.364,35.276,collapse
15.897,ANFO,cylindrical,16.946,49.982,19.4592,rc_wall,1.153,11.363,2.702,none
643.586,TNT,cylindrical,836.661,131.646,13.9709,masonry_wall,1.118,14.426,12.442,none
7.089,ANFO,hemispherical,11.626,75.485,33.3206,glazing_window,0.943,7.46,1.363,none
377.302,RDX,hemispherical,1207.365,12.188,1.1446,rc_wall,0.875,1001.488,132.829,collapse
4.329,C4,hemispherical,11.862,172.112,75.4675,glazing_window,1.087,7.138,1.445,none
919.156,TNT,spherical,919.156,30.955,3.1837,glazing_window,0.958,158.368,44.045,collapse
4.695,C4,cylindrical,8.361,2.587,1.2746,masonry_wall,1.003,854.971,22.521,minor
1.361,TNT,spherical,1.361,188.38,169.9683,masonry_wall,0.948,7.175,0.58,none
188.376,RDX,hemispherical,602.805,1.191,0.141,masonry_wall,1.12,15163.852,565.879,collapse
90.061,C4,hemispherical,246.766,6.062,0.9665,glazing_window,0.952,1403.666,101.644,collapse
888.729,ANFO,cylindrical,947.385,3.154,0.3211,rc_wall,1.009,7731.431,404.823,collapse
2.226,C4,cylindrical,3.964,6.635,4.1924,masonry_wall,1.022,100.325,5.685,none
690.176,ANFO,hemispherical,1131.889,11.558,1.109,steel_frame,1.171,1121.797,139.982,collapse
12.946,C4,spherical,17.736,2.972,1.1395,glazing_window,1.116,1122.759,29.845,collapse
230.894,ANFO,hemispherical,378.666,8.635,1.1935,steel_frame,0.863,795.132,91.905,collapse
0.607,RDX,cylindrical,1.262,33.62,31.1106,glazing_window,1.069,7.064,0.676,none
133.089,RDX,spherical,212.942,10.829,1.8134,rc_wall,0.94,490.149,49.165,minor
26.982,RDX,hemispherical,86.344,3.295,0.7456,masonry_wall,1.14,2321.782,76.505,collapse
30.463,ANFO,hemispherical,49.959,4.241,1.1514,rc_wall,0.891,952.577,44.46,minor
23.905,TNT,spherical,23.905,178.243,61.8753,masonry_wall,1.067,7.502,1.565,none
37.773,RDX,hemispherical,120.873,9.471,1.9154,steel_frame,1.123,410.285,42.277,minor
182.617,RDX,spherical,292.187,1.185,0.1785,steel_frame,0.936,14498.394,466.88,collapse
54.564,TNT,spherical,54.564,2.615,0.6895,rc_wall,1.065,2558.901,77.824,moderate
119.358,TNT,spherical,119.358,197.151,40.0419,steel_frame,1.244,6.401,2.73,none
1.194,ANFO,spherical,0.979,17.717,17.8404,masonry_wall,1.118,11.381,1.132,none
1.982,C4,hemispherical,5.431,24.877,14.1526,rc_wall,1.179,17.623,2.197,none
1800.013,TNT,cylindrical,2340.017,195.62,14.7347,masonry_wall,1.025,14.104,15.164,none
1.381,ANFO,spherical,1.133,62.451,59.9129,rc_wall,1.153,7.498,0.564,none
32.083,C4,spherical,43.953,9.928,2.8133,glazing_window,1.114,159.976,21.39,collapse
294.637,ANFO,hemispherical,483.204,74.655,9.5136,steel_frame,1.044,23.849,13.568,none
652.125,RDX,cylindrical,1356.42,6.154,0.5559,rc_wall,0.831,3935.998,273.448,collapse
2.556,TNT,cylindrical,3.323,38.023,25.4803,glazing_window,0.768,8.501,1.217,none
1254.153,TNT,hemispherical,2508.306,22.04,1.6222,masonry_wall,1.12,524.741,91.545,collapse
9.353,RDX,cylindrical,19.454,2.257,0.8392,rc_wall,1.036,1847.543,43.955,minor
1.235,RDX,spherical,1.975,8.354,6.6578,steel_frame,0.863,43.101,3.398,none
149.874,RDX,hemispherical,479.598,21.624,2.7626,glazing_window,0.847,211.631,37.092,collapse
331.83,RDX,cylindrical,690.207,32.122,3.6348,rc_wall,1.14,118.214,41.393,none
62.361,RDX,hemispherical,199.555,3.71,0.6349,masonry_wall,0.985,3066.585,107.892,collapse
4.708,TNT,hemispherical,9.415,47.657,22.5692,glazing_window,1.024,10.978,1.951,none
638.617,TNT,cylindrical,830.202,2.031,0.2161,glazing_window,1.008,15622.152,536.881,collapse
1.549,C4,cylindrical,2.758,39.939,28.4787,rc_wall,1.029,7.795,1.209,none
13.463,TNT,cylindrical,17.502,12.433,4.7887,rc_wall,1.082,78.792,10.13,none
295.425,RDX,spherical,472.681,1.082,0.139,steel_frame,0.945,14905.088,527.956,collapse
550.805,RDX,spherical,881.287,2.959,0.3087,rc_wall,0.986,8848.177,401.844,collapse
39.361,C4,hemispherical,107.848,97.088,20.3968,steel_frame,1.006,10.972,4.599,none
23.903,C4,cylindrical,42.572,2.363,0.6769,rc_wall,0.843,2671.014,66.287,moderate
1712.409,ANFO,cylindrical,1825.428,36.473,2.9844,masonry_wall,1.091,160.13,62.383,severe
0.804,C4,hemispherical,2.203,1.379,1.0599,glazing_window,1.002,1187.931,17.375,severe
86.07,ANFO,spherical,70.577,27.745,6.7137,masonry_wall,0.998,36.255,10.718,none
1426.583,TNT,spherical,1426.583,87.445,7.7678,steel_frame,0.728,30.527,23.859,none
5.539,TNT,hemispherical,11.077,107.994,48.4459,rc_wall,1.154,5.858,1.284,none
151.389,TNT,cylindrical,196.806,98.669,16.963,rc_wall,0.888,11.176,7.778,none
110.299,ANFO,cylindrical,117.578,27.247,5.5617,rc_wall,0.827,54.128,14.478,none
42.804,TNT,spherical,42.804,118.436,33.8577,steel_frame,1.079,8.497,2.477,none
0.784,ANFO,spherical,0.643,26.851,31.1066,rc_wall,0.835,7.495,0.595,none
891.234,C4,spherical,1220.991,5.548,0.5191,rc_wall,0.848,3945.023,240.991,collapse
5.75,ANFO,cylindrical,6.129,6.585,3.5985,glazing_window,1.032,115.54,7.793,moderate
461.379,ANFO,spherical,378.331,108.947,15.0635,steel_frame,1.132,14.103,9.093,none
122.777,C4,spherical,168.205,1.525,0.2763,steel_frame,1.042,11685.85,237.092,collapse
1.211,TNT,spherical,1.211,27.703,25.9926,steel_frame,0.855,9.543,0.973,none
6.114,C4,cylindrical,10.889,1.918,0.8653,steel_frame,0.985,1914.816,36.828,minor
36.889,TNT,cylindrical,47.956,79.262,21.8165,glazing_window,1.075,9.946,3.354,none
798.117,C4,cylindrical,1421.446,3.556,0.3163,rc_wall,0.975,8844.761,487.273,collapse
228.547,RDX,spherical,365.675,61.093,8.5433,rc_wall,0.832,29.252,13.622,none
12.596,RDX,spherical,20.153,58.269,21.4118,rc_wall,1.075,10.76,2.941,none
74.166,C4,spherical,101.607,2.479,0.5312,rc_wall,1.175,4364.696,114.507,severe
1070.292,RDX,spherical,1712.467,2.143,0.1791,rc_wall,1.036,16142.294,745.012,collapse
21.757,ANFO,spherical,17.841,10.938,4.1859,rc_wall,0.927,96.35,9.886,none
3.044,C4,spherical,4.17,7.894,4.9046,glazing_window,1.219,76.894,4.765,minor
10.416,TNT,cylindrical,13.541,45.861,19.2408,masonry_wall,0.923,11.378,2.269,none
34.267,RDX,hemispherical,109.653,49.681,10.3797,masonry_wall,1.02,21.205,8.028,none
17.482,ANFO,cylindrical,18.636,1.275,0.4809,masonry_wall,1.021,4631.946,79.616,collapse
0.596,C4,cylindrical,1.062,11.273,11.0485,steel_frame,0.7,22.066,1.633,none
1.03,TNT,cylindrical,1.339,166.245,150.834,steel_frame,1.038,6.9,0.599,none
983.566,C4,spherical,1347.486,40.201,3.6397,glazing_window,1.09,124.65,46.703,collapse
1.444,ANFO,hemispherical,2.368,15.729,11.8009,rc_wall,1.115,20.457,1.903,none
8.223,C4,hemispherical,22.531,141.873,50.2312,masonry_wall,0.986,7.423,1.49,none
285.257,C4,cylindrical,508.042,5.428,0.6803,masonry_wall,1.116,2593.759,156.19,collapse
0.953,C4,cylindrical,1.697,93.095,78.0451,steel_frame,0.965,8.305,0.638,none
340.984,ANFO,cylindrical,363.489,188.03,26.3469,steel_frame,0.949,9.133,5.886,none
12.574,C4,hemispherical,34.453,80.222,24.6541,glazing_window,1.191,9.66,2.999,none
2.405,C4,cylindrical,4.284,136.612,84.1149,rc_wall,1.124,8.091,0.754,none
16.786,TNT,cylindrical,21.822,5.729,2.0502,rc_wall,0.921,369.671,19.1,none
708.651,RDX,hemispherical,2267.683,1.073,0.0817,masonry_wall,1.049,17320.775,940.623,collapse
132.97,TNT,spherical,132.97,91.032,17.8351,glazing_window,1.124,14.259,5.877,minor
99.827,ANFO,spherical,81.858,4.227,0.9736,steel_frame,0.854,1548.945,60.887,severe
4.561,TNT,spherical,4.561,141.978,85.6146,glazing_window,1.055,6.889,0.991,none
860.522,TNT,spherical,860.522,1.002,0.1054,masonry_wall,1.053,15546.269,638.896,collapse
568.491,RDX,hemispherical,1819.171,1.605,0.1315,glazing_window,1.194,15501.923,921.279,collapse
1888.047,TNT,cylindrical,2454.461,1.532,0.1135,rc_wall,0.978,15410.681,920.072,collapse
475.514,TNT,cylindrical,618.168,2.27,0.2665,rc_wall,0.964,11418.191,411.176,collapse
4.427,C4,hemispherical,12.129,9.493,4.1315,rc_wall,1.037,93.99,9.047,none
23.446,C4,spherical,32.121,185.201,58.2614,rc_wall,1.129,7.618,1.655,none
80.507,TNT,hemispherical,161.014,2.109,0.3876,rc_wall,0.782,6427.406,179.35,collapse
0.971,RDX,spherical,1.553,62.743,54.1814,steel_frame,1.201,7.863,0.606,none
1861.303,ANFO,hemispherical,3052.536,98.01,6.7564,glazing_window,1.3,35.767,36.114,collapse
321.402,ANFO,cylindrical,342.614,2.768,0.3956,rc_wall,0.995,6608.458,256.969,collapse
115.771,ANFO,cylindrical,123.412,11.598,2.3294,glazing_window,1.3,293.473,28.291,collapse
4.796,RDX,spherical,7.674,1.323,0.6709,rc_wall,1.24,2958.756,35.945,none
1119.139,RDX,spherical,1790.623,3.766,0.3101,rc_wall,0.907,8981.956,503.497,collapse
58.657,C4,cylindrical,104.468,24.724,5.2495,masonry_wall,0.916,67.881,15.817,minor
89.25,RDX,hemispherical,285.599,8.239,1.2511,steel_frame,0.818,965.379,85.821,collapse
0.797,RDX,hemispherical,2.549,1.194,0.8738,glazing_window,1.205,1830.42,22.95,collapse
27.41,RDX,spherical,43.856,1.641,0.4653,masonry_wall,0.975,4318.462,112.848,collapse
0.962,TNT,spherical,0.962,141.497,143.3361,masonry_wall,0.972,7.515,0.594,none
181.153,C4,spherical,248.179,33.865,5.3888,steel_frame,0.893,59.426,17.566,none
30.712,RDX,hemispherical,98.279,107.161,23.2211,glazing_window,1.085,8.63,3.784,none
48.345,RDX,spherical,77.353,31.97,7.5034,glazing_window,1.098,33.519,8.739,moderate
23.967,RDX,hemispherical,76.695,19.57,4.6061,masonry_wall,1.116,88.034,14.63,none
841.629,ANFO,cylindrical,897.176,3.477,0.3605,glazing_window,0.835,6965.607,368.712,collapse
1418.535,ANFO,cylindrical,1512.158,3.876,0.3377,steel_frame,0.837,7017.524,470.988,collapse
6.226,TNT,spherical,6.226,54.812,29.7948,masonry_wall,1.144,8.987,1.342,none
1026.261,RDX,spherical,1642.018,64.004,5.4251,steel_frame,1.156,52.893,39.801,minor
17.245,C4,cylindrical,30.714,37.239,11.8911,glazing_window,1.061,18.028,4.94,minor
17.362,TNT,spherical,17.362,6.258,2.4167,rc_wall,1.042,279.612,16.62,none
671.054,C4,cylindrical,1195.147,57.818,5.4482,masonry_wall,0.955,63.729,28.21,minor
62.909,TNT,spherical,62.909,39.526,9.9383,glazing_window,1.11,22.144,6.591,minor
1.597,RDX,hemispherical,5.11,142.648,82.8184,steel_frame,0.992,7.76,1.011,none
0.57,C4,hemispherical,1.561,17.388,14.9882,glazing_window,1.033,14.653,1.52,none
822.073,C4,hemispherical,2252.479,1.257,0.0959,masonry_wall,1.058,16476.661,911.855,collapse
1.323,TNT,spherical,1.323,1.79,1.6302,glazing_window,0.944,561.877,9.161,moderate
1.715,TNT,spherical,1.715,7.406,6.1879,masonry_wall,1.027,42.887,3.337,none
982.946,RDX,spherical,1572.713,5.496,0.4726,glazing_window,0.858,4800.221,347.244,collapse
291.947,C4,cylindrical,519.958,20.017,2.4893,masonry_wall,0.871,236.276,46.536,severe
189.64,RDX,cylindrical,394.452,38.057,5.1893,masonry_wall,1.032,65.307,25.392,minor
0.656,C4,hemispherical,1.797,35.506,29.2052,rc_wall,0.94,7.289,0.833,none
723.214,C4,spherical,990.803,2.69,0.2698,rc_wall,0.927,10448.519,576.218,collapse
1.456,TNT,hemispherical,2.913,4.022,2.8163,rc_wall,0.956,205.244,7.445,none
1175.98,C4,cylindrical,2094.421,46.372,3.6244,glazing_window,1.027,122.552,51.367,collapse
9.575,C4,hemispherical,26.236,23.822,8.0172,steel_frame,1.199,30.976,6.086,none
520.01,ANFO,hemispherical,852.817,3.063,0.3229,steel_frame,0.913,9188.258,361.291,collapse
150.385,C4,hemispherical,412.055,4.661,0.6263,masonry_wall,0.867,3271.741,171.515,collapse
563.454,C4,cylindrical,1003.512,70.672,7.0589,masonry_wall,1.151,38.182,24.405,minor
6.938,TNT,cylindrical,9.019,146.468,70.3643,rc_wall,1.004,7.338,1.27,none
20.41,ANFO,cylindrical,21.757,120.477,43.1555,rc_wall,0.98,7.549,1.503,none
1.393,RDX,cylindrical,2.897,1.488,1.0439,glazing_window,1.004,1172.608,19.929,collapse
1.792,C4,hemispherical,4.91,76.705,45.1286,glazing_window,1.061,8.006,0.882,none
889.765,RDX,spherical,1423.624,19.971,1.7753,glazing_window,0.978,391.003,86.6,collapse
1.914,ANFO,spherical,1.569,1.627,1.3997,masonry_wall,1.016,729.238,13.812,none
16.857,RDX,spherical,26.971,7.538,2.5134,rc_wall,0.757,258.703,16.888,none
15.145,C4,cylindrical,26.973,3.587,1.1961,rc_wall,0.9,957.242,34.573,minor
7.412,ANFO,hemispherical,12.156,6.609,2.8743,rc_wall,1.007,196.492,12.55,none
138.672,C4,cylindrical,246.974,12.632,2.0134,rc_wall,0.902,329.263,37.479,minor
339.93,TNT,spherical,339.93,8.46,1.2122,rc_wall,0.731,876.52,72.538,severe
1270.937,TNT,spherical,1270.937,1.426,0.1316,steel_frame,0.829,14292.732,759.816,collapse
81.82,C4,spherical,112.093,34.766,7.2104,steel_frame,0.79,33.282,10.115,none
141.032,RDX,cylindrical,293.347,3.914,0.5891,glazing_window,1.142,3048.949,160.173,collapse
0.933,C4,cylindrical,1.662,26.739,22.574,steel_frame,1.033,9.922,1.022,none
81.945,TNT,spherical,81.945,26.603,6.1248,rc_wall,0.982,55.079,12.188,none
8.012,TNT,spherical,8.012,3.91,1.9538,glazing_window,1.038,320.91,17.064,severe
314.862,ANFO,hemispherical,516.374,45.772,5.7053,masonry_wall,1.053,60.512,26.253,minor
10.015,ANFO,cylindrical,10.676,2.255,1.0243,rc_wall,1.117,1059.698,27.357,none
2.023,C4,spherical,2.772,7.432,5.2909,masonry_wall,1.153,58.229,3.871,none
3.023,C4,hemispherical,8.284,94.149,46.5294,glazing_window,1.066,8.514,1.26,none
68.02,C4,cylindrical,121.143,35.101,7.0939,steel_frame,1.051,35.844,11.12,none
17.041,ANFO,hemispherical,27.947,5.068,1.6702,glazing_window,1.131,492.862,27.672,collapse
0.545,ANFO,spherical,0.447,1.679,2.1961,rc_wall,1.151,332.433,5.304,none
46.769,TNT,hemispherical,93.539,1.343,0.2958,rc_wall,1.107,8454.819,218.496,collapse
4.405,TNT,cylindrical,5.726,2.738,1.5306,steel_frame,0.911,534.105,15.052,none
418.908,C4,spherical,573.904,22.972,2.7643,rc_wall,0.959,211.215,41.868,minor
13.598,RDX,hemispherical,43.513,23.933,6.8043,glazing_window,0.975,43.152,8.773,moderate
9.279,TNT,hemispherical,18.558,122.775,46.373,masonry_wall,1.067,7.989,1.464,none
662.627,RDX,spherical,1060.203,112.847,11.067,masonry_wall,0.978,20.392,14.015,none
733.659,C4,cylindrical,1306.646,8.831,0.8077,steel_frame,0.854,2061.615,182.207,collapse
99.894,TNT,hemispherical,199.787,30.39,5.1985,steel_frame,0.839,61.333,21.358,none
67.867,ANFO,cylindrical,72.347,153.01,36.7209,steel_frame,0.981,7.45,2.477,none
10.254,RDX,spherical,16.406,1.908,0.7508,glazing_window,1.103,2412.619,56.106,collapse
